State,City,Postcode,State Population Rank,Household Income,Median Age,Population,Race White,Starbucks Count
OH,DAYTON,45432,7,56808,43.1,14706,13673,377
OK,HYDRO,73048,35,56806,39.6,1976,1748,79
ME,KENTS HILL,04349,48,56801,48.4,1140,1096,30
IL,STRAWN,61775,5,56797,40.6,380,377,575
NY,THERESA,13691,4,56793,40,3000,2815,645
TX,DUNCANVILLE,75137,2,56788,41.1,19102,9860,1042
NC,WHITSETT,27377,12,56787,38.9,7752,5416,338
MN,GRACEVILLE,56240,20,56786,49,1004,995,184
WI,RACINE,53402,22,56784,39.8,32679,26628,145
IL,LANARK,61046,5,56781,48.5,2764,2650,575
CT,MERIDEN,06450,30,56780,40.6,36705,28934,123
GA,DUDLEY,31022,10,56779,40.1,1568,1153,326
NM,WATERFLOW,87421,34,56776,36.3,1737,418,76
WY,PARKMAN,82838,44,56774,38.4,415,403,23
NJ,TRENTON,08610,18,56774,38.3,29507,21338,261
CA,LA GRANGE,95329,1,56771,50.1,2846,2541,2821
PA,KUNKLETOWN,18058,11,56768,44.4,9874,9373,357
WI,HAZEL GREEN,53811,22,56768,48.5,3077,2986,145
IA,BAXTER,50028,32,56761,47.3,1471,1461,89
OH,CINCINNATI,45218,7,56755,40.9,3792,3183,377
SD,ONAKA,57466,43,56750,44.9,169,169,25
MT,GREYCLIFF,59033,42,56750,52.2,349,286,36
MN,NELSON,56355,20,56750,46.6,469,463,184
VT,WHITING,05778,51,56750,41.6,727,707,8
NY,ROMULUS,14541,4,56745,35.4,4223,3068,645
MO,PONTIAC,65729,21,56742,54.4,330,236,188
FL,SEFFNER,33584,3,56736,42.4,25385,19151,694
VT,SAINT ALBANS,05478,51,56732,38.8,14798,13869,8
IN,SPRINGPORT,47386,16,56724,45.5,1404,1394,221
OH,CECIL,45821,7,56723,45.8,1325,1293,377
KY,FOREST HILLS,41527,26,56719,44.3,862,847,116
MN,STEWART,55385,20,56719,45.6,1322,1301,184
KS,NETAWAKA,66516,29,56719,40.5,379,293,94
VT,CHITTENDEN,05737,51,56719,45.7,747,739,8
SD,FORT PIERRE,57532,43,56707,38.5,2805,2489,25
MA,EAST WEYMOUTH,02189,23,56706,42.3,15161,12550,273
IA,SAINT LUCAS,52166,32,56705,51.5,126,126,89
IN,COATESVILLE,46121,16,56699,44.3,5559,5431,221
OR,SCIO,97374,17,56699,45,5900,5532,359
WY,RECLUSE,82725,44,56696,43.1,232,204,23
MN,WINSTED,55395,20,56691,37,2857,2781,184
NY,CASSADAGA,14718,4,56689,41.7,2376,2084,645
IN,OWENSVILLE,47665,16,56685,38.9,3636,3450,221
VT,LONDONDERRY,05148,51,56683,48.8,984,916,8
MN,ROSEAU,56751,20,56682,42.3,5563,5387,184
IL,LACON,61540,5,56681,46.8,2882,2853,575
IL,EUREKA,61530,5,56675,38.5,6903,6698,575
TX,SEALY,77474,2,56674,37.7,12723,10343,1042
VT,NORTH CONCORD,05858,51,56667,46.2,398,365,8
IL,FITHIAN,61844,5,56667,49.1,871,848,575
GA,OXFORD,30054,10,56667,40.7,11472,8521,326
TX,ABBOTT,76621,2,56667,42.3,1023,985,1042
NY,SCOTTSBURG,14545,4,56667,40.7,169,165,645
MN,BOWLUS,56314,20,56667,35.8,1330,1326,184
NY,GARRATTSVILLE,13342,4,56667,53.6,188,188,645
WY,LA BARGE,83123,44,56667,38.5,548,481,23
TX,WAYSIDE,79094,2,56667,53.5,65,65,1042
IA,HOLLAND,50642,32,56667,39.6,484,482,89
VA,BENTONVILLE,22610,9,56667,48.3,1653,1649,432
MN,GARY,56545,20,56667,44.4,706,640,184
MI,WAYLAND,49348,14,56663,38.3,12045,11608,283
TX,LINCOLN,78948,2,56654,47.9,909,595,1042
ME,PORTLAND,04103,48,56653,40.2,30591,26820,30
OH,LOUISVILLE,44641,7,56643,44.2,20319,19914,377
SD,ROSHOLT,57260,43,56641,45,1073,905,25
OR,LAFAYETTE,97127,17,56629,35.1,3824,3474,359
VA,MOUNT CRAWFORD,22841,9,56629,42.9,2978,2955,432
MI,RIVES JUNCTION,49277,14,56629,42,3109,3035,283
NY,WEEDSPORT,13166,4,56628,43.5,5534,5412,645
MT,LAUREL,59044,42,56627,41.2,10602,10272,36
KS,HALSTEAD,67056,29,56625,36.2,3067,2931,94
NY,MODENA,12548,4,56625,46.4,1417,1243,645
NE,LODGEPOLE,69149,38,56622,42.9,707,700,58
ND,MILNOR,58060,49,56620,40,1219,1189,13
VA,CHARLOTTESVILLE,22902,9,56620,35.4,22827,17870,432
NH,JAFFREY,03452,46,56618,47.9,5371,5187,29
LA,BELLE CHASSE,70037,28,56618,36.2,16272,13026,84
MO,LONEDELL,63060,21,56616,45.1,2715,2627,188
WV,THORNTON,26440,47,56615,42.5,1145,1107,25
NC,POWELLS POINT,27966,12,56614,42.6,967,861,338
WV,BLOOMERY,26817,47,56613,51.6,315,315,25
MN,HILLS,56138,20,56607,39.8,967,944,184
IL,MODE,62444,5,56607,41.1,341,337,575
IA,DES MOINES,50312,32,56605,40.3,15150,13516,89
IA,TRAER,50675,32,56595,44.3,2394,2359,89
NY,WILSON,14172,4,56591,47.1,2983,2930,645
PA,WARFORDSBURG,17267,11,56583,44.9,2683,2594,357
CA,CHICO,95973,1,56581,35.3,34569,30004,2821
NY,RUSHVILLE,14544,4,56580,43.6,2259,2222,645
IN,STOCKWELL,47983,16,56574,35.6,416,416,221
MT,MISSOULA,59804,42,56573,44.4,8142,7692,36
WI,NELSONVILLE,54458,22,56563,47.4,96,89,145
WI,FAIRWATER,53931,22,56563,40.3,229,229,145
AR,HIWASSE,72739,37,56563,42.4,344,344,55
NE,TAYLOR,68879,38,56563,49.5,366,336,58
OR,PHILOMATH,97370,17,56557,44.4,8179,7634,359
NY,FLUSHING,11367,4,56557,35.2,42667,24469,645
OH,NORTH LAWRENCE,44666,7,56556,41.1,2912,2729,377
PA,YORK,17406,11,56552,40.4,23743,21827,357
IA,DECORAH,52101,32,56550,39.8,13910,13278,89
IN,NEW HARMONY,47631,16,56550,52.4,1661,1554,221
IA,NORTH ENGLISH,52316,32,56544,42.9,1668,1638,89
WA,MEAD,99021,6,56543,47.9,8752,8389,757
WY,RAWLINS,82301,44,56538,35.8,9474,8493,23
SC,AIKEN,29805,25,56538,43.3,5868,4301,131
IL,MOWEAQUA,62550,5,56528,43.4,2733,2664,575
KS,PARKER,66072,29,56528,40.2,1115,1106,94
TX,SKELLYTOWN,79080,2,56528,45.9,547,523,1042
MD,PITTSVILLE,21850,15,56518,36,2729,2640,257
CA,PESCADERO,94060,1,56518,35.2,1758,1683,2821
SD,BRUCE,57220,43,56518,41.3,722,701,25
PA,LONG POND,18334,11,56516,40.2,5311,3781,357
KS,MC LOUTH,66054,29,56514,42.9,3300,3193,94
WI,TREMPEALEAU,54661,22,56510,41.2,3467,3436,145
ID,BLANCHARD,83804,36,56510,39.9,1459,1408,67
WA,LIND,99341,6,56500,39,720,679,757
MN,VILLARD,56385,20,56500,42.8,857,839,184
NY,TURIN,13473,4,56500,49.9,534,526,645
IA,VICTOR,52347,32,56500,41.9,1659,1650,89
CA,HICKMAN,95323,1,56500,38,1077,933,2821
NE,CLAY CENTER,68933,38,56500,47,912,873,58
KS,VALLEY FALLS,66088,29,56500,45.6,2482,2346,94
IA,BUFFALO CENTER,50424,32,56500,49.8,1344,1315,89
KY,MACEO,42355,26,56500,47.7,1911,1911,116
FL,GREEN COVE SPRINGS,32043,3,56497,42.1,24241,21210,694
AL,COKER,35452,33,56495,41.4,3337,3098,85
OH,HOWARD,43028,7,56493,43.1,7938,7773,377
TX,ANGLETON,77515,2,56490,38,30223,23418,1042
NY,ORISKANY,13424,4,56489,43.2,2537,2320,645
WY,SUNDANCE,82729,44,56480,50.1,2149,2141,23
MT,ELLISTON,59728,42,56477,46.5,421,405,36
NE,FILLEY,68357,38,56477,52.3,355,355,58
IL,CHENOA,61726,5,56463,43.7,2340,2274,575
WI,ATHENS,54411,22,56463,37,5618,5471,145
WI,PLYMOUTH,53073,22,56460,42.6,14573,13786,145
IA,GARBER,52048,32,56458,38,432,428,89
IA,HANLONTOWN,50444,32,56458,42.4,358,350,89
NE,CENTER,68724,38,56458,49.5,134,123,58
AR,DRIVER,72329,37,56458,46.6,143,143,55
IA,SHELDON,51201,32,56456,43.3,6036,5585,89
MI,MIDLAND,48640,14,56450,39.3,33253,31170,283
NY,ALTONA,12910,4,56447,37.7,2167,1817,645
NH,TROY,03465,46,56445,40.5,2352,2201,29
FL,DAVENPORT,33896,3,56443,36.5,8980,7458,694
IL,REDDICK,60961,5,56442,40.6,861,840,575
NC,FAIRVIEW,28730,12,56442,43.8,9211,8655,338
OH,COLUMBUS GROVE,45830,7,56438,39.2,6012,5907,377
IL,GLADSTONE,61437,5,56435,44.4,1060,1053,575
MN,FORT RIPLEY,56449,20,56429,39.4,1975,1917,184
KY,MANITOU,42436,26,56429,48.7,987,981,116
OK,OVERBROOK,73453,35,56429,45.7,532,500,79
PA,SIPESVILLE,15561,11,56429,43.8,155,154,357
TX,DAYTON,77535,2,56429,36.8,32286,26051,1042
IA,INDEPENDENCE,50644,32,56412,41.1,8688,8483,89
MN,CLARKS GROVE,56016,20,56406,41.8,983,919,184
MI,DEERFIELD,49238,14,56406,35.8,1862,1812,283
KS,ROLLA,67954,29,56406,38.5,611,499,94
NC,AVON,27915,12,56406,47.4,926,926,338
MI,DAFTER,49724,14,56406,40.3,1210,1013,283
IL,CHEBANSE,60922,5,56389,40.7,2349,2189,575
OH,RICHWOOD,43344,7,56389,36.8,5650,5486,377
HI,HONOMU,96728,31,56389,54.1,427,223,99
KY,BUTLER,41006,26,56384,39.8,4454,4334,116
OH,UTICA,43080,7,56383,37.3,5612,5402,377
NJ,GLENDORA,08029,18,56382,45,4487,4251,261
IL,CHICAGO,60634,5,56382,39,74093,57984,575
WV,WALLBACK,25285,47,56375,50.3,574,538,25
VT,WILMINGTON,05363,51,56375,47.4,2212,2098,8
NE,OSMOND,68765,38,56375,42.3,1451,1414,58
NY,MORAVIA,13118,4,56375,41.2,6247,5676,645
WY,RANCHESTER,82839,44,56369,41.4,1227,1200,23
NE,PLEASANTON,68866,38,56364,42.1,884,861,58
ND,LISBON,58054,49,56354,43.5,2996,2906,13
MN,ASHBY,56309,20,56354,45.6,1240,1228,184
VA,CHURCH ROAD,23833,9,56353,44.9,2846,2213,432
PA,MANCHESTER,17345,11,56350,42.2,7612,7022,357
OH,WAPAKONETA,45895,7,56349,38.6,18397,17897,377
OK,CATOOSA,74015,35,56348,39.5,8431,6396,79
IL,MACEDONIA,62860,5,56346,42.6,551,551,575
WI,ETTRICK,54627,22,56339,45.6,1847,1831,145
MO,CLARK,65243,21,56339,37,2753,2719,188
WA,WINTHROP,98862,6,56333,46.4,2237,2149,757
NY,STRYKERSVILLE,14145,4,56333,40.7,1752,1730,645
NY,HENDERSON,13650,4,56324,50.3,1404,1390,645
NE,HEMINGFORD,69348,38,56324,39.3,1558,1535,58
NY,NORTH ROSE,14516,4,56316,42.8,2543,2312,645
IA,STACYVILLE,50476,32,56313,44.1,906,904,89
MI,DOUGLAS,49406,14,56313,54.5,845,843,283
NY,NEWPORT,13416,4,56307,40.7,2273,2199,645
GA,PINE MOUNTAIN,31822,10,56307,43.3,6008,4184,326
VA,MONETA,24121,9,56306,52.5,10269,9744,432
MI,CLAWSON,48017,14,56302,40.9,11979,10931,283
NH,GEORGES MILLS,03751,46,56293,49.8,594,594,29
MO,NEW HAVEN,63068,21,56290,40.4,5166,5022,188
AL,VANCE,35490,33,56275,36.2,4156,3972,85
TN,CHESTNUT MOUND,38552,19,56250,51.9,245,245,180
IL,LOWPOINT,61545,5,56250,39.7,933,926,575
PA,STEVENSVILLE,18845,11,56250,54.3,312,312,357
WI,DALLAS,54733,22,56250,44.8,1200,1145,145
MA,HEATH,01346,23,56250,50.3,496,480,273
IA,WOODBINE,51579,32,56250,39.8,2429,2371,89
IA,BRUNSVILLE,51008,32,56250,48.5,93,92,89
IA,COLUMBUS CITY,52737,32,56250,42.1,403,377,89
NY,HARTFORD,12838,4,56250,49.3,559,556,645
OH,NORTH BENTON,44449,7,56250,42.8,1040,1040,377
NE,ROGERS,68659,38,56250,48,130,125,58
TX,GROOM,79039,2,56250,48.2,827,805,1042
WA,WASHTUCNA,99371,6,56250,46.8,365,346,757
NE,VIRGINIA,68458,38,56250,42.6,169,158,58
OK,LEEDEY,73654,35,56250,38.8,758,658,79
NE,VERDON,68457,38,56250,48.1,301,299,58
WI,BURNETT,53922,22,56250,47.1,976,949,145
OH,KIPTON,44049,7,56250,36.4,243,242,377
OR,WALTERVILLE,97489,17,56250,48.8,885,785,359
OH,MILLER CITY,45864,7,56250,53,130,129,377
NY,MEDUSA,12120,4,56250,50.1,614,598,645
NM,LA LUZ,88337,34,56250,47.9,2731,2570,76
PA,ROXBURY,17251,11,56250,45.4,199,199,357
MT,ISMAY,59336,42,56250,41.8,191,189,36
IA,HANCOCK,51536,32,56250,54.2,344,313,89
PA,NEELYTON,17239,11,56250,39.7,216,216,357
NE,WEEPING WATER,68463,38,56250,41.2,1501,1492,58
NE,TRYON,69167,38,56250,45.8,334,327,58
VA,BRANCHVILLE,23828,9,56250,36.4,395,116,432
VA,CHECK,24072,9,56250,48.5,1243,1243,432
PA,WILLIAMSON,17270,11,56250,39.6,184,184,357
PA,COAL CENTER,15423,11,56250,48.8,2258,2201,357
PA,CRYSTAL SPRING,15536,11,56250,43.5,474,456,357
MO,CONCORDIA,64020,21,56250,41.9,3374,3329,188
MO,SEDGEWICKVILLE,63781,21,56250,51.6,1182,1182,188
WI,JUNCTION CITY,54443,22,56250,44.3,2242,2175,145
NY,ROSENDALE,12472,4,56250,41.3,1685,1643,645
ME,BOOTHBAY,04537,48,56250,47.3,2020,2020,30
SC,BOILING SPRINGS,29316,25,56237,37.7,23558,19633,131
NY,RIDGE,11961,4,56236,50.8,12164,10984,645
TX,BROOKSTON,75421,2,56231,38.5,1018,852,1042
NY,LISBON,13658,4,56227,45,2084,2015,645
MT,LAKESIDE,59922,42,56223,50.6,2642,2503,36
IL,GENOA,60135,5,56221,40.2,6807,6571,575
TN,BIRCHWOOD,37308,19,56218,46.7,2606,2540,180
OH,DIAMOND,44412,7,56210,43.6,2756,2621,377
KS,HAYSVILLE,67060,29,56209,35.3,14267,13433,94
IA,REINBECK,50669,32,56200,47.1,2473,2447,89
WA,COSMOPOLIS,98537,6,56198,47.1,2148,1936,757
IL,FRANKLIN PARK,60131,5,56196,39.2,18125,14206,575
GA,VILLA RICA,30180,10,56187,36.1,34754,24515,326
MI,CARLETON,48117,14,56186,42.6,10018,9429,283
TX,TRENTON,75490,2,56184,38.4,2225,2029,1042
NY,WEST WINFIELD,13491,4,56181,40.3,3641,3428,645
NH,HEBRON,03241,46,56181,47.8,909,899,29
TX,FREDERICKSBURG,78624,2,56180,50,21746,20622,1042
IL,FULTON,61252,5,56178,46.1,5211,5021,575
IN,WILLIAMSBURG,47393,16,56176,42,1549,1508,221
KY,SALVISA,40372,26,56175,44.3,2150,2015,116
IA,REMSEN,51050,32,56167,40.1,2627,2600,89
PA,LAURELTON,17835,11,56161,35.6,262,258,357
CA,PHILO,95466,1,56161,46.9,864,776,2821
MN,TYLER,56178,20,56161,47.1,1777,1742,184
SC,TOWNVILLE,29689,25,56154,46.6,4478,4336,131
WV,COOL RIDGE,25825,47,56154,43.3,2653,2628,25
KS,MEADE,67864,29,56154,41.8,2314,2174,94
OR,ANTELOPE,97001,17,56154,38.7,297,245,359
VT,ARLINGTON,05250,51,56154,47.3,3674,3584,8
AL,WARRIOR,35180,33,56152,39.4,14444,13396,85
PA,WYOMING,18644,11,56152,47,7043,6878,357
IA,REDFIELD,50233,32,56150,49.6,1305,1222,89
IL,IRVINGTON,62848,5,56146,36.8,786,777,575
GA,MONROE,30656,10,56144,37.2,16036,12395,326
IN,BRINGHURST,46913,16,56136,45.9,1204,1181,221
NY,MILFORD,13807,4,56136,48.5,1186,1152,645
WI,HUSTISFORD,53034,22,56133,39.4,1903,1853,145
OH,ROCKFORD,45882,7,56131,40.9,2873,2849,377
OH,HIRAM,44234,7,56125,35.1,4414,4167,377
TX,WHEELER,79096,2,56125,35.3,2288,2028,1042
DE,DOVER,19904,45,56120,36.5,33218,18674,25
IN,TENNYSON,47637,16,56115,37.1,1446,1439,221
OR,MOSIER,97040,17,56111,45.5,1156,944,359
MA,WEST WARREN,01092,23,56111,40.7,1291,1289,273
PA,GRAYSVILLE,15337,11,56111,42.5,615,608,357
IL,SIDNEY,61877,5,56111,35.9,1810,1758,575
LA,EROS,71238,28,56107,36.3,3339,3243,84
TX,SHERIDAN,77475,2,56106,42.6,460,460,1042
NY,GREENWICH,12834,4,56104,44.2,6104,5947,645
MN,MANKATO,56003,20,56104,39.7,14302,13301,184
CA,LOMITA,90717,1,56103,40.3,21816,13283,2821
SC,LYMAN,29365,25,56101,37,10101,9096,131
PA,BUSHKILL,18324,11,56098,43.4,9347,7381,357
PA,BALLY,19503,11,56096,37.1,1422,1400,357
PA,PICTURE ROCKS,17762,11,56094,39.5,618,610,357
PA,RURAL VALLEY,16249,11,56094,43.5,2013,1969,357
KS,BISON,67520,29,56094,41.5,386,378,94
AK,CANTWELL,99729,41,56094,48.5,222,181,49
MO,GUILFORD,64457,21,56094,47.6,203,203,188
OH,WILLIAMSBURG,45176,7,56091,39.9,9215,9016,377
NY,NORTH TONAWANDA,14120,4,56089,43.1,44417,42519,645
IN,LACONIA,47135,16,56081,52.2,1292,1274,221
MA,HAVERHILL,01830,23,56074,39.5,26499,22153,273
IA,NEW VIENNA,52065,32,56071,47.1,1108,1076,89
IA,GUERNSEY,52221,32,56071,45.4,229,229,89
NY,MAINE,13802,4,56071,39.1,563,501,645
PA,AUBURN,17922,11,56063,45,4654,4608,357
PA,NEWVILLE,17241,11,56060,41.9,11423,11076,357
CA,MAXWELL,95955,1,56058,37.1,1399,1335,2821
CA,HOMEWOOD,96141,1,56058,50.1,585,574,2821
NE,WILCOX,68982,38,56058,44.2,771,737,58
NH,THORNTON,03285,46,56058,51.2,2104,2024,29
IN,WAWAKA,46794,16,56055,36.7,1724,1707,221
PA,SHOEMAKERSVILLE,19555,11,56053,45.4,3442,3352,357
MN,RUSHMORE,56168,20,56042,49,855,827,184
VA,KENTS STORE,23084,9,56042,44.4,1845,1494,432
MD,TAYLORS ISLAND,21669,15,56042,51.9,219,219,257
LA,KEITHVILLE,71047,28,56036,38.4,11614,8564,84
OH,CANAL FULTON,44614,7,56032,43.7,12825,12321,377
NY,GREENPORT,11944,4,56029,50.2,4268,3827,645
IA,LINN GROVE,51033,32,56019,53.6,381,362,89
OK,UNION CITY,73090,35,56016,42.4,1127,983,79
IA,PAULLINA,51046,32,56016,46.7,1649,1612,89
IN,GREENTOWN,46936,16,56011,45.7,5988,5828,221
WI,BANGOR,54614,22,56010,38.6,3014,2957,145
PA,NEW BERLIN,17855,11,56000,38.7,1069,1051,357
OH,NEW RIEGEL,44853,7,56000,46,1278,1268,377
CO,PITKIN,81241,13,56000,40,104,104,481
PA,NEW CASTLE,16105,11,56000,46.8,14976,14168,357
SD,FRANKFORT,57440,43,56000,35.6,611,527,25
AL,ODENVILLE,35120,33,55997,36.1,14796,12710,85
WI,SPRING GREEN,53588,22,55990,46.8,4013,3887,145
NY,HEMLOCK,14466,4,55987,43.1,1649,1614,645
AZ,ORACLE,85623,8,55986,53.8,4641,4460,488
IL,ALLENDALE,62410,5,55982,35.6,1179,1147,575
KS,PRAIRIE VIEW,67664,29,55982,48,381,374,94
TX,WRIGHTSBORO,78677,2,55982,49.5,100,37,1042
LA,CUT OFF,70345,28,55979,38,9955,8647,84
ME,CARMEL,04419,48,55976,40.8,2791,2727,30
IN,CHARLESTOWN,47111,16,55975,38.5,15338,14119,221
PA,MUSE,15350,11,55972,48.4,451,406,357
MO,BROOKLINE,65619,21,55968,38.8,7587,6907,188
ND,CARRINGTON,58421,49,55962,47.3,2776,2701,13
NE,MAXWELL,69151,38,55962,46,899,890,58
OK,MARAMEC,74045,35,55962,36.3,443,395,79
PA,PINE GROVE,17963,11,55962,43.4,9395,9189,357
OH,NORTHWOOD,43619,7,55961,42.4,7587,7091,377
MI,ATTICA,48412,14,55958,43.8,5859,5682,283
IA,LIVERMORE,50558,32,55956,40.7,738,734,89
LA,SHREVEPORT,71119,28,55953,42.3,11803,3475,84
PA,LENHARTSVILLE,19534,11,55952,42.7,2071,2059,357
AL,DEATSVILLE,36022,33,55951,39.3,11709,10973,85
IL,POCAHONTAS,62275,5,55948,45.6,3497,3476,575
KY,RUSSELL,41169,26,55943,41.3,6036,5861,116
NY,SHERRILL,13461,4,55943,46,3073,2948,645
CA,COURTLAND,95615,1,55938,51.2,861,558,2821
MI,LAKE ANN,49650,14,55938,40.3,3212,3170,283
IL,CEDARVILLE,61013,5,55938,52.8,500,488,575
IN,EVANSTON,47531,16,55938,41.7,904,904,221
ME,HOPE,04847,48,55938,40.5,1656,1602,30
MA,PLAINFIELD,01070,23,55938,52.2,565,526,273
MI,MUNGER,48747,14,55938,49.4,1355,1324,283
IN,FAIRBANKS,47849,16,55938,44.4,424,424,221
SD,SAINT CHARLES,57571,43,55938,42,20,20,25
NY,SCHROON LAKE,12870,4,55938,50.9,836,785,645
PA,MONROETON,18832,11,55938,37.1,1953,1876,357
IA,PLEASANTVILLE,50225,32,55924,35.4,2961,2897,89
WI,MILWAUKEE,53228,22,55915,43.9,14731,13637,145
VA,MAURERTOWN,22644,9,55913,43.2,2420,2377,432
ME,SABATTUS,04280,48,55911,40.4,6976,6712,30
CA,MEADOW VALLEY,95956,1,55909,46.5,431,407,2821
AR,TUMBLING SHOALS,72581,37,55909,47.5,1217,1217,55
IN,DENVER,46926,16,55903,41.2,1781,1634,221
PA,HARBORCREEK,16421,11,55903,46.5,2574,2487,357
TX,LARUE,75770,2,55901,44,3376,2773,1042
FL,BRYCEVILLE,32009,3,55900,39.7,3506,3411,694
AR,PEA RIDGE,72751,37,55899,36.2,6608,6402,55
CO,PLATTEVILLE,80651,13,55898,38.7,4275,3994,481
IN,ELIZABETH,47117,16,55893,41,4294,4171,221
MT,BRIDGER,59014,42,55893,45.1,1850,1739,36
NY,OLCOTT,14126,4,55893,46.2,574,574,645
LA,SHREVEPORT,71115,28,55884,40.1,15259,11257,84
MS,VANCLEAVE,39565,39,55881,38.3,19116,16887,32
IL,LENA,61048,5,55879,46.5,4119,4054,575
TX,TEXLINE,79087,2,55875,35.6,749,691,1042
IN,MARYSVILLE,47141,16,55871,39.1,1825,1825,221
NY,BRUSHTON,12916,4,55865,44.2,2044,1949,645
PA,FREEDOM,15042,11,55865,48.9,8185,7889,357
OH,WEST JEFFERSON,43162,7,55863,42.9,6885,6622,377
IL,FAIRMOUNT,61841,5,55859,45.4,1398,1386,575
PA,ALLENPORT,15412,11,55859,44.8,416,414,357
MN,LAKE CITY,55041,20,55859,46.5,7730,7625,184
MN,CLAREMONT,55924,20,55859,42.8,1325,1247,184
PA,WEST SUNBURY,16061,11,55852,50.8,2458,2419,357
TN,EAGLEVILLE,37060,19,55850,42,2199,2063,180
NY,EAST SYRACUSE,13057,4,55848,46.2,14539,13372,645
OH,NEGLEY,44441,7,55847,43.7,1673,1599,377
TX,HARLETON,75651,2,55844,36.3,2608,2261,1042
PA,HALIFAX,17032,11,55844,45.1,8331,8184,357
MI,STOCKBRIDGE,49285,14,55844,41.7,5830,5712,283
PA,FRIEDENS,15541,11,55842,42.2,3763,3727,357
PA,DANVILLE,17821,11,55838,42.8,18533,17457,357
VT,EAST CHARLESTON,05833,51,55833,44.3,268,268,8
IN,KEMPTON,46049,16,55833,46.5,746,746,221
TN,CHAPEL HILL,37034,19,55833,37.1,7005,6923,180
IN,MILTON,47357,16,55833,41.4,1251,1241,221
WY,BURLINGTON,82411,44,55833,35.8,557,522,23
IA,LATIMER,50452,32,55833,38.8,813,766,89
ND,DENHOFF,58430,49,55833,52.5,89,85,13
NE,GRAFTON,68365,38,55833,53.2,176,174,58
IA,PALMER,50571,32,55833,46.1,439,434,89
NC,NAKINA,28455,12,55833,48.6,1684,1657,338
OH,HAMERSVILLE,45130,7,55833,43.6,3476,3454,377
WI,IRON RIDGE,53035,22,55833,40,2515,2396,145
MN,LAKE LILLIAN,56253,20,55833,42.7,1082,1046,184
IN,AMBOY,46911,16,55833,40.6,1230,1226,221
IL,BLANDINSVILLE,61420,5,55833,53,1174,1143,575
MN,LE CENTER,56057,20,55833,39.2,3737,3420,184
MS,TERRY,39170,39,55833,43.5,10593,6086,32
MI,CHARLOTTE,48813,14,55830,40.7,21468,20347,283
PA,READING,19607,11,55828,41.7,22599,20078,357
MI,COOPERSVILLE,49404,14,55826,35.2,9046,8726,283
PA,DARLINGTON,16115,11,55823,47.2,3276,3234,357
VA,STRASBURG,22657,9,55823,41.1,10394,9351,432
OH,MANSFIELD,44904,7,55818,42.2,13971,13178,377
ME,STEEP FALLS,04085,48,55813,44.1,1859,1808,30
SD,HERMOSA,57744,43,55809,39.2,2004,1700,25
NY,CHEMUNG,14825,4,55804,47.7,900,869,645
IN,SOUTH WHITLEY,46787,16,55804,39,3647,3554,221
MN,GLENCOE,55336,20,55800,39.7,8003,7671,184
MO,CARL JUNCTION,64834,21,55799,35.5,9944,9411,188
OH,LIMA,45806,7,55798,45.6,11195,10683,377
WI,HILBERT,54129,22,55795,45.9,3102,3039,145
AR,WINTHROP,71866,37,55795,46.4,377,320,55
NY,NEDROW,13120,4,55795,41.1,1929,1297,645
PA,WINFIELD,17889,11,55795,43.8,2666,2616,357
NH,CAMPTON,03223,46,55789,46.6,3366,3187,29
OH,WAYNESFIELD,45896,7,55789,39,2238,2126,377
SD,YALE,57386,43,55781,42.7,246,246,25
NY,CHERRY VALLEY,13320,4,55781,47.1,2139,2071,645
OH,ROSSFORD,43460,7,55781,38.8,6431,6036,377
NY,PORTER CORNERS,12859,4,55776,37.6,2297,2259,645
OH,BRISTOLVILLE,44402,7,55775,43.2,3042,3009,377
DE,FREDERICA,19946,45,55774,44.1,4321,3187,25
NY,STERLING,13156,4,55773,45.1,2152,2110,645
OK,MARSHALL,73056,35,55769,42.9,559,510,79
PA,MIDDLEBURY CENTER,16935,11,55766,43.6,1400,1396,357
KS,MCPHERSON,67460,29,55763,40.8,15077,14135,94
NY,BLOOMINGDALE,12913,4,55761,47.6,1330,1320,645
KY,MOUNT EDEN,40046,26,55761,46.1,1774,1690,116
NM,STANLEY,87056,34,55759,49.1,1148,1082,76
IN,GRIFFITH,46319,16,55755,36.2,17866,13701,221
PA,GLENOLDEN,19036,11,55753,40.6,12939,11638,357
ND,SOURIS,58783,49,55750,41.9,383,369,13
SD,ASTORIA,57213,43,55750,45,490,483,25
MA,CHESHIRE,01225,23,55750,47.9,3124,3097,273
PA,MARBLE,16334,11,55750,39.2,299,297,357
NY,CORFU,14036,4,55744,45.3,5132,4973,645
VT,HIGHGATE CENTER,05459,51,55743,38.5,2331,2275,8
TX,MILES,76861,2,55733,38,2317,2247,1042
KS,READING,66868,29,55729,36.6,888,847,94
IA,SIDNEY,51652,32,55724,44.4,1664,1551,89
TX,FRITCH,79036,2,55722,42.3,5425,5146,1042
KS,GALESBURG,66740,29,55721,36.3,449,448,94
TX,NATALIA,78059,2,55719,39,5851,5617,1042
AL,HUNTSVILLE,35811,33,55717,38.9,27871,19872,85
MO,HARDIN,64035,21,55714,37.6,966,943,188
VA,GLEN LYN,24093,9,55714,47.8,205,205,432
IA,HORNICK,51026,32,55714,46.7,850,825,89
WY,ENCAMPMENT,82325,44,55714,43.9,828,800,23
IA,MIDDLETOWN,52638,32,55714,43.5,519,482,89
IA,UNION,50258,32,55714,52.3,979,905,89
